model,condition,pair_id,cell_id,pilot_cell_id,state_role,decl_order,body_order,dep_var,alt_var,useState_form_var,const_form_var,reactive_var,stable_var,role_dep_useState_form,pos_dep_first,decl_dep_first,reactive_body_pos,useState_form_body_pos,prefix,n_tokens,dep_id,alt_id,useState_form_id,const_form_id,close_id,logit_dep,logit_alt,logit_useState_form,logit_const_form,logit_reactive,logit_stable,logit_close,D,LD_stateform,LD_reactive,LD_stateform_direct,LD_stateform_vs_close,LD_constform_vs_close,close_error
llama3.2-1b,alias,pair_02,pair_02_alias_c1,pair_02_c1,dep_reactive,reactive_first,dep_first,status,cap,status,cap,status,cap,True,True,True,first,first,"const myEffect = useEffect;

function Component() {
  const [status, setStatus] = useState(false);
  const cap = false;

  myEffect(() => {
    fetch(`/api?x=${status}&y=${cap}`);
  }, [",50,2899,11600,2899,11600,60,25.75,21.625,25.75,21.625,25.75,21.625,12.0625,4.125,4.125,4.125,4.125,13.6875,9.5625,
llama3.2-1b,alias,pair_02,pair_02_alias_c2,pair_02_c2,dep_reactive,reactive_first,alt_first,status,cap,status,cap,status,cap,True,False,True,second,second,"const myEffect = useEffect;

function Component() {
  const [status, setStatus] = useState(false);
  const cap = false;

  myEffect(() => {
    fetch(`/api?x=${cap}&y=${status}`);
  }, [",50,2899,11600,2899,11600,60,25.0,24.375,25.0,24.375,25.0,24.375,12.125,0.625,0.625,0.625,0.625,12.875,12.25,
llama3.2-1b,alias,pair_02,pair_02_alias_c3,pair_02_c3,dep_reactive,stable_first,dep_first,status,cap,status,cap,status,cap,True,True,False,first,first,"const myEffect = useEffect;

function Component() {
  const cap = false;
  const [status, setStatus] = useState(false);

  myEffect(() => {
    fetch(`/api?x=${status}&y=${cap}`);
  }, [",50,2899,11600,2899,11600,60,26.0,23.25,26.0,23.25,26.0,23.25,12.1875,2.75,2.75,2.75,2.75,13.8125,11.0625,
llama3.2-1b,alias,pair_02,pair_02_alias_c4,pair_02_c4,dep_reactive,stable_first,alt_first,status,cap,status,cap,status,cap,True,False,False,second,second,"const myEffect = useEffect;

function Component() {
  const cap = false;
  const [status, setStatus] = useState(false);

  myEffect(() => {
    fetch(`/api?x=${cap}&y=${status}`);
  }, [",50,2899,11600,2899,11600,60,24.5,25.375,24.5,25.375,24.5,25.375,12.1875,-0.875,-0.875,-0.875,-0.875,12.3125,13.1875,
llama3.2-1b,alias,pair_02,pair_02_alias_c5,pair_02_c5,alt_reactive,reactive_first,dep_first,status,cap,cap,status,cap,status,False,True,False,second,second,"const myEffect = useEffect;

function Component() {
  const [cap, setCap] = useState(false);
  const status = false;

  myEffect(() => {
    fetch(`/api?x=${status}&y=${cap}`);
  }, [",51,2899,11600,11600,2899,60,25.875,25.0,25.0,25.875,25.0,25.875,12.375,0.875,-0.875,-0.875,-0.875,12.625,13.5,
llama3.2-1b,alias,pair_02,pair_02_alias_c6,pair_02_c6,alt_reactive,reactive_first,alt_first,status,cap,cap,status,cap,status,False,False,False,first,first,"const myEffect = useEffect;

function Component() {
  const [cap, setCap] = useState(false);
  const status = false;

  myEffect(() => {
    fetch(`/api?x=${cap}&y=${status}`);
  }, [",51,2899,11600,11600,2899,60,23.875,26.25,26.25,23.875,26.25,23.875,12.1875,-2.375,2.375,2.375,2.375,14.0625,11.6875,
llama3.2-1b,alias,pair_02,pair_02_alias_c7,pair_02_c7,alt_reactive,stable_first,dep_first,status,cap,cap,status,cap,status,False,True,True,second,second,"const myEffect = useEffect;

function Component() {
  const status = false;
  const [cap, setCap] = useState(false);

  myEffect(() => {
    fetch(`/api?x=${status}&y=${cap}`);
  }, [",51,2899,11600,11600,2899,60,26.875,23.75,23.75,26.875,23.75,26.875,12.25,3.125,-3.125,-3.125,-3.125,11.5,14.625,
llama3.2-1b,alias,pair_02,pair_02_alias_c8,pair_02_c8,alt_reactive,stable_first,alt_first,status,cap,cap,status,cap,status,False,False,True,first,first,"const myEffect = useEffect;

function Component() {
  const status = false;
  const [cap, setCap] = useState(false);

  myEffect(() => {
    fetch(`/api?x=${cap}&y=${status}`);
  }, [",51,2899,11600,11600,2899,60,25.125,26.25,26.25,25.125,26.25,25.125,12.3125,-1.125,1.125,1.125,1.125,13.9375,12.8125,
llama3.2-1b,alias_ctrl,pair_02,pair_02_alias_ctrl_c1,pair_02_c1,dep_reactive,reactive_first,dep_first,status,cap,status,cap,status,cap,True,True,True,first,first,"function subscribe(callback, values) {
  callback();
}

const myEffect = subscribe;

function Component() {
  const [status, setStatus] = useState(false);
  const cap = false;

  myEffect(() => {
    fetch(`/api?x=${status}&y=${cap}`);
  }, [",61,2899,11600,2899,11600,60,25.5,20.75,25.5,20.75,25.5,20.75,11.5625,4.75,4.75,4.75,4.75,13.9375,9.1875,
llama3.2-1b,alias_ctrl,pair_02,pair_02_alias_ctrl_c2,pair_02_c2,dep_reactive,reactive_first,alt_first,status,cap,status,cap,status,cap,True,False,True,second,second,"function subscribe(callback, values) {
  callback();
}

const myEffect = subscribe;

function Component() {
  const [status, setStatus] = useState(false);
  const cap = false;

  myEffect(() => {
    fetch(`/api?x=${cap}&y=${status}`);
  }, [",61,2899,11600,2899,11600,60,24.875,23.625,24.875,23.625,24.875,23.625,11.5625,1.25,1.25,1.25,1.25,13.3125,12.0625,
llama3.2-1b,alias_ctrl,pair_02,pair_02_alias_ctrl_c3,pair_02_c3,dep_reactive,stable_first,dep_first,status,cap,status,cap,status,cap,True,True,False,first,first,"function subscribe(callback, values) {
  callback();
}

const myEffect = subscribe;

function Component() {
  const cap = false;
  const [status, setStatus] = useState(false);

  myEffect(() => {
    fetch(`/api?x=${status}&y=${cap}`);
  }, [",61,2899,11600,2899,11600,60,25.625,22.5,25.625,22.5,25.625,22.5,11.8125,3.125,3.125,3.125,3.125,13.8125,10.6875,
llama3.2-1b,alias_ctrl,pair_02,pair_02_alias_ctrl_c4,pair_02_c4,dep_reactive,stable_first,alt_first,status,cap,status,cap,status,cap,True,False,False,second,second,"function subscribe(callback, values) {
  callback();
}

const myEffect = subscribe;

function Component() {
  const cap = false;
  const [status, setStatus] = useState(false);

  myEffect(() => {
    fetch(`/api?x=${cap}&y=${status}`);
  }, [",61,2899,11600,2899,11600,60,24.25,24.625,24.25,24.625,24.25,24.625,11.8125,-0.375,-0.375,-0.375,-0.375,12.4375,12.8125,
llama3.2-1b,alias_ctrl,pair_02,pair_02_alias_ctrl_c5,pair_02_c5,alt_reactive,reactive_first,dep_first,status,cap,cap,status,cap,status,False,True,False,second,second,"function subscribe(callback, values) {
  callback();
}

const myEffect = subscribe;

function Component() {
  const [cap, setCap] = useState(false);
  const status = false;

  myEffect(() => {
    fetch(`/api?x=${status}&y=${cap}`);
  }, [",62,2899,11600,11600,2899,60,25.625,24.875,24.875,25.625,24.875,25.625,11.8125,0.75,-0.75,-0.75,-0.75,13.0625,13.8125,
llama3.2-1b,alias_ctrl,pair_02,pair_02_alias_ctrl_c6,pair_02_c6,alt_reactive,reactive_first,alt_first,status,cap,cap,status,cap,status,False,False,False,first,first,"function subscribe(callback, values) {
  callback();
}

const myEffect = subscribe;

function Component() {
  const [cap, setCap] = useState(false);
  const status = false;

  myEffect(() => {
    fetch(`/api?x=${cap}&y=${status}`);
  }, [",62,2899,11600,11600,2899,60,23.25,25.875,25.875,23.25,25.875,23.25,11.625,-2.625,2.625,2.625,2.625,14.25,11.625,
llama3.2-1b,alias_ctrl,pair_02,pair_02_alias_ctrl_c7,pair_02_c7,alt_reactive,stable_first,dep_first,status,cap,cap,status,cap,status,False,True,True,second,second,"function subscribe(callback, values) {
  callback();
}

const myEffect = subscribe;

function Component() {
  const status = false;
  const [cap, setCap] = useState(false);

  myEffect(() => {
    fetch(`/api?x=${status}&y=${cap}`);
  }, [",62,2899,11600,11600,2899,60,26.625,23.625,23.625,26.625,23.625,26.625,11.8125,3.0,-3.0,-3.0,-3.0,11.8125,14.8125,
llama3.2-1b,alias_ctrl,pair_02,pair_02_alias_ctrl_c8,pair_02_c8,alt_reactive,stable_first,alt_first,status,cap,cap,status,cap,status,False,False,True,first,first,"function subscribe(callback, values) {
  callback();
}

const myEffect = subscribe;

function Component() {
  const status = false;
  const [cap, setCap] = useState(false);

  myEffect(() => {
    fetch(`/api?x=${cap}&y=${status}`);
  }, [",62,2899,11600,11600,2899,60,24.75,26.125,26.125,24.75,26.125,24.75,11.9375,-1.375,1.375,1.375,1.375,14.1875,12.8125,
llama3.2-1b,subscribe,pair_02,pair_02_subscribe_c1,pair_02_c1,dep_reactive,reactive_first,dep_first,status,cap,status,cap,status,cap,True,True,True,first,first,"function subscribe(callback, values) {
  callback();
}

function Component() {
  const [status, setStatus] = useState(false);
  const cap = false;

  subscribe(() => {
    fetch(`/api?x=${status}&y=${cap}`);
  }, [",54,2899,11600,2899,11600,60,25.625,21.25,25.625,21.25,25.625,21.25,11.5625,4.375,4.375,4.375,4.375,14.0625,9.6875,
llama3.2-1b,subscribe,pair_02,pair_02_subscribe_c2,pair_02_c2,dep_reactive,reactive_first,alt_first,status,cap,status,cap,status,cap,True,False,True,second,second,"function subscribe(callback, values) {
  callback();
}

function Component() {
  const [status, setStatus] = useState(false);
  const cap = false;

  subscribe(() => {
    fetch(`/api?x=${cap}&y=${status}`);
  }, [",54,2899,11600,2899,11600,60,25.0,23.875,25.0,23.875,25.0,23.875,11.6875,1.125,1.125,1.125,1.125,13.3125,12.1875,
llama3.2-1b,subscribe,pair_02,pair_02_subscribe_c3,pair_02_c3,dep_reactive,stable_first,dep_first,status,cap,status,cap,status,cap,True,True,False,first,first,"function subscribe(callback, values) {
  callback();
}

function Component() {
  const cap = false;
  const [status, setStatus] = useState(false);

  subscribe(() => {
    fetch(`/api?x=${status}&y=${cap}`);
  }, [",54,2899,11600,2899,11600,60,25.75,22.75,25.75,22.75,25.75,22.75,11.875,3.0,3.0,3.0,3.0,13.875,10.875,
llama3.2-1b,subscribe,pair_02,pair_02_subscribe_c4,pair_02_c4,dep_reactive,stable_first,alt_first,status,cap,status,cap,status,cap,True,False,False,second,second,"function subscribe(callback, values) {
  callback();
}

function Component() {
  const cap = false;
  const [status, setStatus] = useState(false);

  subscribe(() => {
    fetch(`/api?x=${cap}&y=${status}`);
  }, [",54,2899,11600,2899,11600,60,24.25,24.75,24.25,24.75,24.25,24.75,11.8125,-0.5,-0.5,-0.5,-0.5,12.4375,12.9375,
llama3.2-1b,subscribe,pair_02,pair_02_subscribe_c5,pair_02_c5,alt_reactive,reactive_first,dep_first,status,cap,cap,status,cap,status,False,True,False,second,second,"function subscribe(callback, values) {
  callback();
}

function Component() {
  const [cap, setCap] = useState(false);
  const status = false;

  subscribe(() => {
    fetch(`/api?x=${status}&y=${cap}`);
  }, [",55,2899,11600,11600,2899,60,25.625,25.125,25.125,25.625,25.125,25.625,11.8125,0.5,-0.5,-0.5,-0.5,13.3125,13.8125,
llama3.2-1b,subscribe,pair_02,pair_02_subscribe_c6,pair_02_c6,alt_reactive,reactive_first,alt_first,status,cap,cap,status,cap,status,False,False,False,first,first,"function subscribe(callback, values) {
  callback();
}

function Component() {
  const [cap, setCap] = useState(false);
  const status = false;

  subscribe(() => {
    fetch(`/api?x=${cap}&y=${status}`);
  }, [",55,2899,11600,11600,2899,60,23.375,26.125,26.125,23.375,26.125,23.375,11.625,-2.75,2.75,2.75,2.75,14.5,11.75,
llama3.2-1b,subscribe,pair_02,pair_02_subscribe_c7,pair_02_c7,alt_reactive,stable_first,dep_first,status,cap,cap,status,cap,status,False,True,True,second,second,"function subscribe(callback, values) {
  callback();
}

function Component() {
  const status = false;
  const [cap, setCap] = useState(false);

  subscribe(() => {
    fetch(`/api?x=${status}&y=${cap}`);
  }, [",55,2899,11600,11600,2899,60,26.625,23.875,23.875,26.625,23.875,26.625,11.75,2.75,-2.75,-2.75,-2.75,12.125,14.875,
llama3.2-1b,subscribe,pair_02,pair_02_subscribe_c8,pair_02_c8,alt_reactive,stable_first,alt_first,status,cap,cap,status,cap,status,False,False,True,first,first,"function subscribe(callback, values) {
  callback();
}

function Component() {
  const status = false;
  const [cap, setCap] = useState(false);

  subscribe(() => {
    fetch(`/api?x=${cap}&y=${status}`);
  }, [",55,2899,11600,11600,2899,60,24.75,26.125,26.125,24.75,26.125,24.75,11.8125,-1.375,1.375,1.375,1.375,14.3125,12.9375,
llama3.2-1b,useEffect,pair_03,pair_03_useEffect_c1,pair_03_c1,dep_reactive,reactive_first,dep_first,mode,max,mode,max,mode,max,True,True,True,first,first,"function Component() {
  const [mode, setMode] = useState(0);
  const max = 0;

  useEffect(() => {
    fetch(`/api?x=${mode}&y=${max}`);
  }, [",46,8684,2880,8684,2880,60,27.125,23.5,27.125,23.5,27.125,23.5,13.5,3.625,3.625,3.625,3.625,13.625,10.0,
llama3.2-1b,useEffect,pair_03,pair_03_useEffect_c2,pair_03_c2,dep_reactive,reactive_first,alt_first,mode,max,mode,max,mode,max,True,False,True,second,second,"function Component() {
  const [mode, setMode] = useState(0);
  const max = 0;

  useEffect(() => {
    fetch(`/api?x=${max}&y=${mode}`);
  }, [",46,8684,2880,8684,2880,60,26.875,24.875,26.875,24.875,26.875,24.875,13.625,2.0,2.0,2.0,2.0,13.25,11.25,
llama3.2-1b,useEffect,pair_03,pair_03_useEffect_c3,pair_03_c3,dep_reactive,stable_first,dep_first,mode,max,mode,max,mode,max,True,True,False,first,first,"function Component() {
  const max = 0;
  const [mode, setMode] = useState(0);

  useEffect(() => {
    fetch(`/api?x=${mode}&y=${max}`);
  }, [",46,8684,2880,8684,2880,60,27.0,24.0,27.0,24.0,27.0,24.0,13.625,3.0,3.0,3.0,3.0,13.375,10.375,
llama3.2-1b,useEffect,pair_03,pair_03_useEffect_c4,pair_03_c4,dep_reactive,stable_first,alt_first,mode,max,mode,max,mode,max,True,False,False,second,second,"function Component() {
  const max = 0;
  const [mode, setMode] = useState(0);

  useEffect(() => {
    fetch(`/api?x=${max}&y=${mode}`);
  }, [",46,8684,2880,8684,2880,60,26.625,25.25,26.625,25.25,26.625,25.25,13.6875,1.375,1.375,1.375,1.375,12.9375,11.5625,
llama3.2-1b,useEffect,pair_03,pair_03_useEffect_c5,pair_03_c5,alt_reactive,reactive_first,dep_first,mode,max,max,mode,max,mode,False,True,False,second,second,"function Component() {
  const [max, setMax] = useState(0);
  const mode = 0;

  useEffect(() => {
    fetch(`/api?x=${mode}&y=${max}`);
  }, [",46,8684,2880,2880,8684,60,26.25,25.375,25.375,26.25,25.375,26.25,13.4375,0.875,-0.875,-0.875,-0.875,11.9375,12.8125,
llama3.2-1b,useEffect,pair_03,pair_03_useEffect_c6,pair_03_c6,alt_reactive,reactive_first,alt_first,mode,max,max,mode,max,mode,False,False,False,first,first,"function Component() {
  const [max, setMax] = useState(0);
  const mode = 0;

  useEffect(() => {
    fetch(`/api?x=${max}&y=${mode}`);
  }, [",46,8684,2880,2880,8684,60,24.75,26.25,26.25,24.75,26.25,24.75,13.5625,-1.5,1.5,1.5,1.5,12.6875,11.1875,
llama3.2-1b,useEffect,pair_03,pair_03_useEffect_c7,pair_03_c7,alt_reactive,stable_first,dep_first,mode,max,max,mode,max,mode,False,True,True,second,second,"function Component() {
  const mode = 0;
  const [max, setMax] = useState(0);

  useEffect(() => {
    fetch(`/api?x=${mode}&y=${max}`);
  }, [",46,8684,2880,2880,8684,60,26.375,25.125,25.125,26.375,25.125,26.375,13.4375,1.25,-1.25,-1.25,-1.25,11.6875,12.9375,
llama3.2-1b,useEffect,pair_03,pair_03_useEffect_c8,pair_03_c8,alt_reactive,stable_first,alt_first,mode,max,max,mode,max,mode,False,False,True,first,first,"function Component() {
  const mode = 0;
  const [max, setMax] = useState(0);

  useEffect(() => {
    fetch(`/api?x=${max}&y=${mode}`);
  }, [",46,8684,2880,2880,8684,60,25.75,26.0,26.0,25.75,26.0,25.75,13.5625,-0.25,0.25,0.25,0.25,12.4375,12.1875,
llama3.2-1b,useLayoutEffect,pair_03,pair_03_useLayoutEffect_c1,pair_03_c1,dep_reactive,reactive_first,dep_first,mode,max,mode,max,mode,max,True,True,True,first,first,"function Component() {
  const [mode, setMode] = useState(0);
  const max = 0;

  useLayoutEffect(() => {
    fetch(`/api?x=${mode}&y=${max}`);
  }, [",48,8684,2880,8684,2880,60,27.0,23.375,27.0,23.375,27.0,23.375,13.8125,3.625,3.625,3.625,3.625,13.1875,9.5625,
llama3.2-1b,useLayoutEffect,pair_03,pair_03_useLayoutEffect_c2,pair_03_c2,dep_reactive,reactive_first,alt_first,mode,max,mode,max,mode,max,True,False,True,second,second,"function Component() {
  const [mode, setMode] = useState(0);
  const max = 0;

  useLayoutEffect(() => {
    fetch(`/api?x=${max}&y=${mode}`);
  }, [",48,8684,2880,8684,2880,60,26.75,24.75,26.75,24.75,26.75,24.75,14.0,2.0,2.0,2.0,2.0,12.75,10.75,
llama3.2-1b,useLayoutEffect,pair_03,pair_03_useLayoutEffect_c3,pair_03_c3,dep_reactive,stable_first,dep_first,mode,max,mode,max,mode,max,True,True,False,first,first,"function Component() {
  const max = 0;
  const [mode, setMode] = useState(0);

  useLayoutEffect(() => {
    fetch(`/api?x=${mode}&y=${max}`);
  }, [",48,8684,2880,8684,2880,60,27.0,24.0,27.0,24.0,27.0,24.0,13.9375,3.0,3.0,3.0,3.0,13.0625,10.0625,
llama3.2-1b,useLayoutEffect,pair_03,pair_03_useLayoutEffect_c4,pair_03_c4,dep_reactive,stable_first,alt_first,mode,max,mode,max,mode,max,True,False,False,second,second,"function Component() {
  const max = 0;
  const [mode, setMode] = useState(0);

  useLayoutEffect(() => {
    fetch(`/api?x=${max}&y=${mode}`);
  }, [",48,8684,2880,8684,2880,60,26.5,25.25,26.5,25.25,26.5,25.25,13.9375,1.25,1.25,1.25,1.25,12.5625,11.3125,
llama3.2-1b,useLayoutEffect,pair_03,pair_03_useLayoutEffect_c5,pair_03_c5,alt_reactive,reactive_first,dep_first,mode,max,max,mode,max,mode,False,True,False,second,second,"function Component() {
  const [max, setMax] = useState(0);
  const mode = 0;

  useLayoutEffect(() => {
    fetch(`/api?x=${mode}&y=${max}`);
  }, [",48,8684,2880,2880,8684,60,26.125,25.25,25.25,26.125,25.25,26.125,13.75,0.875,-0.875,-0.875,-0.875,11.5,12.375,
llama3.2-1b,useLayoutEffect,pair_03,pair_03_useLayoutEffect_c6,pair_03_c6,alt_reactive,reactive_first,alt_first,mode,max,max,mode,max,mode,False,False,False,first,first,"function Component() {
  const [max, setMax] = useState(0);
  const mode = 0;

  useLayoutEffect(() => {
    fetch(`/api?x=${max}&y=${mode}`);
  }, [",48,8684,2880,2880,8684,60,24.75,26.125,26.125,24.75,26.125,24.75,13.875,-1.375,1.375,1.375,1.375,12.25,10.875,
llama3.2-1b,useLayoutEffect,pair_03,pair_03_useLayoutEffect_c7,pair_03_c7,alt_reactive,stable_first,dep_first,mode,max,max,mode,max,mode,False,True,True,second,second,"function Component() {
  const mode = 0;
  const [max, setMax] = useState(0);

  useLayoutEffect(() => {
    fetch(`/api?x=${mode}&y=${max}`);
  }, [",48,8684,2880,2880,8684,60,26.25,25.125,25.125,26.25,25.125,26.25,13.75,1.125,-1.125,-1.125,-1.125,11.375,12.5,
llama3.2-1b,useLayoutEffect,pair_03,pair_03_useLayoutEffect_c8,pair_03_c8,alt_reactive,stable_first,alt_first,mode,max,max,mode,max,mode,False,False,True,first,first,"function Component() {
  const mode = 0;
  const [max, setMax] = useState(0);

  useLayoutEffect(() => {
    fetch(`/api?x=${max}&y=${mode}`);
  }, [",48,8684,2880,2880,8684,60,25.875,26.0,26.0,25.875,26.0,25.875,13.8125,-0.125,0.125,0.125,0.125,12.1875,12.0625,
llama3.2-1b,alias,pair_03,pair_03_alias_c1,pair_03_c1,dep_reactive,reactive_first,dep_first,mode,max,mode,max,mode,max,True,True,True,first,first,"const myEffect = useEffect;

function Component() {
  const [mode, setMode] = useState(0);
  const max = 0;

  myEffect(() => {
    fetch(`/api?x=${mode}&y=${max}`);
  }, [",53,8684,2880,8684,2880,60,25.875,23.0,25.875,23.0,25.875,23.0,13.1875,2.875,2.875,2.875,2.875,12.6875,9.8125,
llama3.2-1b,alias,pair_03,pair_03_alias_c2,pair_03_c2,dep_reactive,reactive_first,alt_first,mode,max,mode,max,mode,max,True,False,True,second,second,"const myEffect = useEffect;

function Component() {
  const [mode, setMode] = useState(0);
  const max = 0;

  myEffect(() => {
    fetch(`/api?x=${max}&y=${mode}`);
  }, [",53,8684,2880,8684,2880,60,25.625,24.875,25.625,24.875,25.625,24.875,13.4375,0.75,0.75,0.75,0.75,12.1875,11.4375,
llama3.2-1b,alias,pair_03,pair_03_alias_c3,pair_03_c3,dep_reactive,stable_first,dep_first,mode,max,mode,max,mode,max,True,True,False,first,first,"const myEffect = useEffect;

function Component() {
  const max = 0;
  const [mode, setMode] = useState(0);

  myEffect(() => {
    fetch(`/api?x=${mode}&y=${max}`);
  }, [",53,8684,2880,8684,2880,60,26.25,24.125,26.25,24.125,26.25,24.125,13.375,2.125,2.125,2.125,2.125,12.875,10.75,
